"Be" "Bb" "Ca" "Cb" "Dt" "Bp" "L" "N" "Pha" "UC1" "UC2" "V"
"15" 0.123892111767095 3.26884571816258 36.3997249749286 12.2729736760146 0 0.0810063807707928 13.9759055871518 1.98423350928698 30.3326968231503 0.517626132857474 0.282341527013168 0.760753558896591
"16" 0 4.09797830471786 39.0597663581745 11.7421784179875 0 0 17.0180911836404 3.75125973275356 19.6435083960578 1.50793213019599 0.668541338510536 2.51074413796179
"17" 0.101090224804797 3.45025332485939 45.515112421758 13.5664509996346 0.138382790271605 0.10328783838751 13.4915582640718 2.15213865070314 20.1434207783492 0.524470763616732 0 0.813833943543205
"18" 0.147918617782999 2.54964985915432 39.0778830547448 14.1941624368973 0 0.107046368132433 13.5824168500541 2.53068615838272 26.0483665445848 0.512544032077514 0 1.24932607818894
"19" 0 3.35735389649111 49.2088189395679 13.059428420427 0.525245076603954 0.401683412615901 12.7291896327716 3.55233199054092 15.5081937020625 0.572320154031592 0 1.0854347748875
"20" 0.0656597950495741 3.47698460148881 54.9612039715114 14.2570787224487 0 0.0746134034654251 13.3121463539547 2.81225232016202 7.55237673180574 0.564906579595865 0.442100801422851 2.48067671909489
"21" 0 3.61837110760381 29.1119607108404 11.153675965476 0 0.064861966077405 16.0820202110945 3.03491893978928 34.8066976714773 0.754917022711405 0.305016978873295 1.06755942605653
"22" 0 3.21057902967632 30.8764783158367 10.1200958170616 0.165457835337103 0.576015649441927 10.8793873198448 3.73007565251823 38.7633763366501 0.714931166732661 0 0.963602876900543
"23" 0.0262844292866021 2.86551817320603 27.8452560776569 9.65476929892083 0 0.0407150963459131 10.7305220623157 1.87466037610416 45.5880890520966 0.52592282044551 0.254478784086537 0.593783829535254
"24" 0 3.62705721545511 19.5869102262055 9.23161211535074 0 0.213593369354578 9.88325762560485 1.59193411419139 55.0696682767422 0.795967057095693 0 0
"25" 0 3.42124261822685 26.4131686717685 10.0544168244898 0 0.166174641456733 9.73359236638094 1.60885824237701 44.8539069305618 0.772251956340967 0 2.97638774839748
"26" 0.0196461447038335 3.05200573538623 25.9563554611292 10.3623466447867 0 0.050257579474923 11.7610902458573 1.55661488548111 45.542190722897 0.706868595339248 0.375993933691089 0.616630051253387
"27" 0 3.05070771836288 14.2405806076732 7.00544985661362 0 0.0757756433270781 11.0303163874917 1.86268191565572 61.2605395724004 1.05282021319671 0 0.421128085278684
"28" 0 3.91462429007021 18.2971905441947 8.74242376764041 0 0.117818789312793 10.1962955870139 1.18852525247401 55.3537331463155 0.750647527878325 0 1.43874109510012
"29" 0 3.1898484145073 12.7341454140197 5.60925779250074 0 0.31898484145073 9.35481885489837 1.33640269355691 66.206050897238 0.945027619015243 0 0.305463472813008
"30" 0 3.53371204354163 33.9388447588352 11.2224706681257 0 0.0742985609154907 11.2892315264231 1.72992187194859 36.4815986982616 0.47721982674444 0.700916620530896 0.551785424673259
"31" 0 3.52762508284028 14.0015236067597 7.23105047536842 0 0.210930159592512 9.45735574020726 1.13727695610087 62.5786808402295 0.957706910400735 0 0.897850228500689
"32" 0 2.94754392637551 18.746559706818 8.29589491248566 0 0.057838597800576 10.0688310183719 1.50117117001181 56.8992964636127 0.585822895614366 0.640743792078212 0.256297516831285
"33" 0 3.18480719517109 32.762507601286 10.8645010464168 0 0.0938380691434338 11.6303682765012 1.98909719014607 37.9772074428725 0.748836589231463 0 0.748836589231463
"34" 0 3.46414127057653 18.5945458710659 8.24963880753227 0.202869564051709 0.12967373740126 10.9763624546089 1.09763624546089 55.6691675768184 1.00616655833915 0 0.609797914144939
"35" 0 2.29163582209226 35.691831454361 10.5633780252368 0 0.266125450307489 10.5853473087466 1.4600479046547 35.1265022968008 1.9467305395396 0 2.06840119826083
"36" 0 4.09694807034432 18.0779157138703 8.20627879956107 0 0.367312585617077 11.7811244941505 0 55.6102427847487 1.86017755170798 0 0
"37" 0 3.16615055022915 18.4452889494658 8.69594526602805 0 0.344146798937951 8.49643900822279 2.15243121541644 57.2835250436627 0.793000974100794 0 0.623072193936338
"38" 0 4.08593985617051 21.5311252399159 9.72828860156215 0.650378894224455 0.332576499920855 14.7794159950313 2.42413701505804 42.4800415185052 1.95494920569197 0 2.03314717391965
"39" 0 2.92951503528618 18.1454246798623 8.91637071755172 0.292984415592694 0.111027282159248 10.4139312911563 1.45310669178926 56.4166338031575 0.81462041812428 0 0.506385665320498
"40" 0.0644453363390532 3.61967972437682 24.9656095649557 9.82195075734569 0.135269845022537 0.0590748916441321 11.5351357810892 0.813204974605524 47.8365351387657 0.618742915460725 0.15026613661189 0.380084933783017
"41" 0.102360821014027 2.53610392363112 58.139559733677 15.4149664064229 0 0.071805352054616 12.6984960087904 2.79115456826878 3.69421105229748 0.377183049766051 0.377183049766051 3.79697603431158
"42" 0 2.35519417035593 53.6693114313867 11.9351806999429 0.127744750877423 0.0877643110651504 18.7420319076983 3.94954038250033 3.37348595502692 0.749681276307933 0.694826548773206 4.31523856606517
"43" 0 3.77915163225915 50.6252503414432 14.3521993813395 0 0.182441802936648 16.3009104939089 3.26018209878179 6.00903124085629 0.857942657574154 0.986634056210278 3.64625629469016
"44" 0 4.86195966899927 42.3071719278756 22.6153094890827 0 0 16.6201031402503 2.4622375022593 8.41244583153632 0.750982438189088 0 1.96979000180744
"45" 0.071305867462615 2.15844787994943 58.4300454223801 15.2973775609296 0 0.107922393997471 14.0517113691241 2.50583566176253 2.49256027589513 0.348913826321365 0.856424846425168 3.67945489575257
"46" 0.168037022854394 2.50429369544291 60.4960823354747 15.2411351903189 0 0.0596260403676883 12.9007074951929 1.89139003387337 3.90164313566506 0.285492835301641 0.401474299642933 2.15011791586548
"47" 0.102525453955044 2.3995319010755 58.5644509424017 14.4736749813956 0 0.0327208895601205 13.409926574314 2.45938412407098 3.96214764591189 0.394937596566143 0.718068357392987 3.48263153335599
"48" 0.229332119938743 4.10578472793555 53.6800553219816 16.0500948862377 0 0 14.124176364616 1.765522045577 7.48807157115363 0.60880070537138 0 1.94816225718841
"49" 0 3.25496052443204 55.9880360996863 14.0109877990906 0 0.0691625078232572 15.6735436460844 3.3509936710421 2.8926241044376 0.611858717005564 0.29170008601428 3.8561328443839
"50" 0.24350998085848 3.25799560596863 58.7448078779438 14.7716889106302 0 0.082289579738383 12.161954983454 2.16980333227531 5.26487331885224 0.456073311879524 0.345510084757215 2.50149301364224
"51" 0 4.58576380576161 46.9288903742328 14.8741056695857 0 0 14.1214708119278 2.67820998157252 12.4777286594659 0.92519981181596 0 3.40863088563775
"52" 0.127457180721783 2.86288436698158 59.035532141588 14.6593024213433 0 0.0588263911023612 13.1597267535923 2.07360501267518 4.85174444802143 0.411493601737098 0.217849553860817 2.54157812837619
"53" 0.148417288769804 3.03684606252061 55.9021099051586 15.5878135799113 0.125027068772832 0.0753503158369776 13.2286568609786 2.48037316143348 6.22098577598372 0.432186232674016 0.469767644210887 2.29246610374913
"54" 0.0951389252727339 2.28738267145084 55.1534748456043 15.0447328268854 0 0 13.9263920073531 3.56488982006407 4.99711326440239 0.466434182064458 0.43311745477414 4.03132400212853
"55" 0.145214189029297 2.4035451977263 57.3132730938736 14.99566235997 0 0.0435642567087891 14.2827412802732 2.70325397572395 4.51939584969599 0.428564654687943 0.197799071394435 2.96698607091653
"56" 0.128644974929514 3.34476934816736 51.3948123835509 13.7590799041922 0 0.0514579899718055 13.4055377555155 2.77903546757972 10.9416419702703 0.476406080156524 0.727842622461356 2.99077150320484
"57" 0.678510822277055 3.15307970352278 55.2013491474255 16.3378887861102 0 0.299343009828112 12.9412442668995 2.56197221527452 6.28434731196687 0.440133688265109 0 2.10213104843037
"58" 0.191357745014511 2.64711547270073 58.8251088841569 14.0055573406474 0 0.0382715490029022 15.6322480721039 2.56163098025074 1.54236632731634 0.608912282190748 0.493428918326986 3.4540024282889
"59" 0.15284235491768 2.17430575866764 53.7771944280942 14.6276381401777 0 0.0315545506926822 14.095607427844 2.68603687888103 9.37115274478923 0.381401006971022 0.438205412264579 2.26406129670032
"60" 0.122105626254673 2.74341212234525 58.0746077669006 14.8811234263436 0 0.0555025573884877 12.8935898165075 3.41915033595643 1.33761305580581 0.730810758830383 0.626409221854614 5.11567531181268
